english,hungarian
unpredictable,kiszámíthatatlan
wagner,wagner
suspension,felfüggesztés
addresses,címeket
stamps,bélyegek
category,kategória
transition,átmenet
peas,borsó
cautious,óvatos
k.,k.
isabella,Izabella
comparison,összehasonlítás
coats,kabátok
islam,iszlám
thugs,gengszterek
grams,gramm
freshman,újonc
toilets,WC
banquet,bankett
coup,puccs
shaken,megrázva
investigations,vizsgálatok
toothbrush,fogkefe
expressed,kifejezve
vulgar,vulgáris
haunt,tanya
improvement,javulás
zeus,Zeusz
murdoch,murdoch
smelling,szaglás
kirby,kirby
repairs,javítások
jeong,jeong
conducted,végzett
ollie,ollie
bakery,pékség
busting,lerobbant
investigated,kivizsgálták
s,s
admission,belépés
essay,esszé
twitter,twitter
depths,mélységek
fewer,kevesebbet
guarding,őrzés
altered,megváltozott
filing,iktatás
ecstasy,eksztázis
snatch,megragad
stored,tárolva
tropical,tropikus
pharmacy,gyógyszertár
dalton,dalton
altitude,magasság
admired,csodálta
dickhead,faszfejű
priya,priya
mamma,mama
moe,moe
grind,darál
bombay,Bombay
he,ő
lowest,legalacsonyabb
makin,makin
sentences,mondatokat
mute,néma
full-time,teljes munkaidőben
scratching,vakarózás
imprisoned,bebörtönzött
danish,dán
glowing,izzó
zhang,zhang
martini,martini
leah,leah
empress,császárnő
equipped,felszerelt
finale,finálé
tarzan,tarzan
storms,viharok
sniff,szippantás
oh.,ó.
me.,nekem.
slick,sima
unarmed,fegyvertelen
th,th
violated,megsértették
vent,nyílás
dd,dd
breakthrough,áttörés
stud,ménes
addressed,címzett
tactical,taktikai
vessels,hajók
procedures,eljárások
ching,csing
dine,vacsorázni
draws,felhívja
crowds,tömegek
limb,végtag
wool,gyapjú
montana,montana
giovanni,giovanni
jerks,bunkók
numb,zsibbadt
oceans,óceánok
priceless,megfizethetetlen
rocking,ringató
commanding,parancsoló
relaxing,nyugtató
clatters,csattog
merci,merci
gerard,gerard
packs,csomagokat
parlor,társalgó
cabbage,káposzta
josé,josé
intruder,betolakodó
considerable,jelentős
argued,érvelt
paladin,levente
tellin,elmondani
pupils,tanulók
inspire,inspirálni
positively,pozitívan
igor,igor
traded,kereskednek
shipped,szállították
feminine,nőies
vague,homályos
partly,részben
th,th
insight,betekintést
lucia,lucia
stages,szakaszaiban
um-,hm-
screenplay,forgatókönyv
marquis,márki
rahul,rahul
ripe,érett
awaiting,várja
pigeons,galambok
clayton,clayton
tempted,megkísértette
inherit,örököl
decline,hanyatlás
pennsylvania,Pennsylvania
fang,agyar
shitting,szar
tens,tízesek
gigantic,gigantikus
guv,tulaj
readings,olvasmányok
headmaster,iskolaigazgató
tenth,tizedik
seals,pecsétek
peyton,peyton
avoided,elkerülve
blankets,takarók
overlapping,átfedő
flipped,megfordította
yield,hozam
ads,hirdetéseket
backstage,színfalak mögötti
quiz,kvíz
mosque,mecset
weaver,takács
puppies,kölykök
stated,megállapított
vicki,Vicki
weirdo,különc
belongings,holmiját
functions,funkciókat
reservations,fenntartások
chilly,hűvös
betsy,betsy
eldest,legidősebb
traditions,hagyományok
factories,gyárak
feedback,visszacsatolás
repeatedly,többször
exquisite,tökéletes
pickle,savanyúság
masses,tömegek
pauline,pauline
frogs,békák
crosses,kereszteket
headaches,fejfájás
arctic,sarkvidéki
reinforcements,erősítések
secondary,másodlagos
pajamas,pizsama
roles,szerepeket
asteroid,kisbolygó
unsub,unsub
mixing,keverés
courier,futár
jeanne,Jeanne
carrots,sárgarépa
fuckers,faszok
translated,lefordított
longing,vágyakozás
cigars,szivarok
manipulate,manipulálni
liberal,liberális
investors,befektetők
bun,konty
sly,ravasz
pickles,savanyúság
temperatures,hőmérsékletek
sweetest,legédesebb
motto,jelmondat
moss,moha
yum,fincsi
melting,olvasztó
yan,yan
requesting,kérve
lava,láva
you.,te.
kris,kris
monthly,havi
noses,orrát
tickle,viszket
ufo,ufó
timothy,timothy
stacey,Stacey
j.r.,j.r.
midst,közepén
herbert,herbert
purchased,vásárolt
tis,tis
convenience,kényelem
flashlight,zseblámpa
dewey,dewey
tripped,megbotlott
easiest,legkönnyebb
shouted,– kiáltotta
splitting,hasítás
bryce,bryce
commands,parancsokat
demanded,követelte
cuff,mandzsetta
cosmos,világegyetem
curfew,kijárási tilalom
instructed,utasította
notorious,hírhedt
prague,Prága
q,q
streak,csík
equivalent,egyenértékű
pitiful,szánalmas
fin,uszony
greeting,üdvözlet
propaganda,propaganda
doorstep,küszöbön
hilda,hilda
butterflies,lepkék
fascinated,elbűvölt
jude,jude
beatrice,beatrice
miriam,miriam
dumping,dömping
karan,karan
condo,lakás
fearless,rettenthetetlen
cripple,nyomorék
errand,küldetés
in,be
halls,termek
imitates,utánozza
harley,harley
ravi,ravi
gretchen,gretchen
sailed,hajózott
nico,nico
baking,sütés
connecting,összekötő
bourbon,bourbon whisky
cathedral,székesegyház
malone,malone
bong,bong
tying,kötözés
lists,listákon
strangle,megfojtani
stripped,lecsupaszítva
loans,hitelek
manchester,Manchester
briefly,röviden
tessa,tessa
unfinished,befejezetlen
experimental,kísérleti
greeks,görögök
lil,lil
mainland,szárazföld
w-what,mi-mi
judgement,ítélet
stammers,dadog
pike,csuka
liars,hazugok
slot,rés
th,th
amazon,amazon
flooded,elárasztott
torment,kín
mermaid,sellő
rapist,erőszaktevő
sanders,csiszolók
triggered,kiváltotta
expects,elvárja
lisbon,Lisszabon
reader,olvasó
keyboard,billentyűzet
roam,kóborol
seventeen,tizenhét
openly,nyíltan
deacon,diakónus
olga,olga
jackpot,főnyeremény
soaked,ázott
printing,nyomtatás
yuck,fuj
shorty,rövid
extract,kivonat
nköö,nköö
you-you,te-te
prostitutes,prostituáltak
cherish,dédelgetni
logs,rönkök
takin,takin
sponge,szivacs
bates,bates
cuffs,mandzsetta
virginity,szüzesség
torturing,kínzás
unity,egység
coop,coop
forge,kovácsműhely
morse,morze
guru,guru
tai,tai
skilled,szakképzett
dev,dev
insists,ragaszkodik hozzá
calf,borjú
oof,óóó
allowance,juttatás
homosexual,homoszexuális
vijay,vijay
shapes,formák
rosemary,rozmaring
idle,tétlen
slaughtered,lemészárolták
resent,neheztel
cassandra,cassandra
leaking,szivárog
likewise,hasonlóképpen
riddle,rejtvény
ghetto,gettó
sunglasses,napszemüveg
vega,vega
newest,legújabb
valve,szelep
geek,stréber
fucks,faszok
gangsters,gengszterek
pies,piték
publisher,kiadó
troubling,nyugtalanító
trembling,remegő
marathon,maraton
douche,zuhany
conducting,vezető
sundays,vasárnap
shrieks,sikít
fiancee,menyasszony
frankenstein,frankenstein
summers,nyarak
wei,wei
liang,liang
burglar,betörő
spiders,pókok
norway,Norvégia
crops,termények
infant,csecsemő
falcon,sólyom
pursuing,üldözve
humiliate,megalázni
hydrogen,hidrogén
karaoke,karaoke
encountered,találkozott
alberto,Alberto
corey,corey
scope,hatálya
cultures,kultúrák
speakers,hangszórók
superstar,szupersztár
orgasm,orgazmus
byron,byron
gravy,szaft
calculations,számításokat
vocal,vokális
severely,szigorúan
hating,gyűlölni
novels,regények
mindy,elmés
boiled,főtt
metaphor,metafora
kindergarten,óvoda
fades,elhalványul
anders,anders
fi,fi
brazilian,brazil
devastating,pusztító
bea,bea
interfering,zavaró
dripping,csöpögő
ops,ops
cuz,cuz
holden,holden
suited,alkalmas
merciful,irgalmas
hayley,hayley
affirmative,igenlő
runaway,szökevény
shoo,elhesseget
italians,olaszok
wales,Wales
santiago,santiago
adapt,alkalmazkodni
renee,renee
mal,mal
smartest,legokosabb
blacks,feketék
struggled,küzdött
prostitution,prostitúció
payback,megtérülés
buenos,buenos
vintage,szüret
diapers,pelenkák
killings,gyilkosságok
courthouse,törvényszék
tong,fogó
cubs,kölykök
surfing,szörfözés
indiana,indiana
spotlight,reflektorfény
frontier,határ
monte,monte
stocks,készletek
patterson,patterson
holiness,szentség
denmark,Dánia
isolation,elkülönítés
starters,indulók
resigned,lemondó
acquainted,ismerkedtek
meow,miau
appearances,megjelenések
loft,padlástér
snitch,orr
ribbon,szalag
dares,mer
greatness,nagyság
fallon,fallon
coolest,legmenőbb
decency,tisztesség
mayday,majális
michigan,Michigan
reactor,reaktor
buckle,csat
vanity,hiúság
simmons,simmons
earning,kereső
marriages,házasságok
docks,dokkok
lopez,lopez
alleged,állítólagos
asap,mielőbb
preparations,előkészületek
bugging,bogarászni
conquered,meghódította
cuckoo,kakukk
crib,gyerekágy
yogurt,joghurt
secondly,másodszor
nixon,nixon
portland,Portland
fishy,gyanús
flick,fricska
scratched,karcos
muffin,muffin
hale,hale
tailor,szabó
chimney,kémény
nuns,apácák
ezra,ezra
packet,csomag
homemade,házi
farming,mezőgazdasági
genuinely,őszintén
rumours,pletykák
daniels,Daniels
blouse,blúz
kite,sárkány
buses,buszok
hassan,hassan
rhyme,rím
invaded,megszállta
quentin,quentin
equation,egyenlet
transmitter,adó
morons,hülyék
lime,mész
rotting,rothadó
s,s
remorse,bűntudat
otis,otis
marker,jelző
aiming,célzás
adds,hozzáteszi
chores,házimunkát
gem,drágakő
blasted,átkozott
grabs,megragadja
courageous,bátor
determination,meghatározás
beaver,hód
publishing,kiadás
crickets,tücskök
well-known,közismert
th,th
exercises,gyakorlatokat
testament,végrendelet
apocalypse,Apokalipszis
phew,fú
dicks,farkukat
paralyzed,bénult
headlines,főcímek
stripes,csíkok
santos,santos
breaths,lélegzik
abort,megszakítani
heap,halom
ketchup,ketchup
responded,válaszolt
edmund,Edmund
gracie,gracie
protects,védi
tummy,has
hog,disznó
yakuza,yakuza
weeping,síró
fragments,töredékek
catastrophe,katasztrófa
bp,bp
churches,templomok
pins,csapok
shaving,borotválkozás
not-,nem-
legit,legális
yoo,yoo
targeted,célzott
simpler,egyszerűbb
noticing,észrevenni
rover,rover
lars,lars
moreover,ráadásul
releasing,felszabadító
fascist,fasiszta
greta,greta
spitting,köpködés
colt,csikó
tristan,tristan
hardy,szívós
truce,fegyverszünet
plaza,köztér
bronze,bronz
guarded,őrzött
airline,légitársaság
ramon,ramon
incapable,képtelen
punches,ütéseket
sanchez,sanchez
hq,hq
privately,privátban
vatican,Vatikán
surround,körülveszi
barrett,barrett
edna,edna
alvin,alvin
consolation,vigasz
gutter,esővízcsatorna
lan,lan
astonishing,megdöbbentő
broker,bróker
seizure,roham
fright,rémület
runnin,fut
leaning,ferde
mic,mikrofon
scarlett,scarlett
berry,bogyó
paulie,Paulie
lacking,hiányzó
verge,szélén
lucifer,Lucifer
contribute,hozzájárul
jewellery,ékszerek
richards,Richards
erotic,erotikus
feng,feng
siblings,testvérek
est,est
dre,dre
cass,cass
disk,korong
op,op
comics,képregények
obstacle,akadály
ale,ale
coral,korall
hamburger,hamburger
biscuit,keksz
redemption,megváltás
thug,orgyilkos
concussion,agyrázkódás
martinez,Martinez
disgust,undor
wright,wright
nsa,nsa
arise,felmerülnek
celebrities,hírességek
kev,kev
dolphins,delfinek
kidneys,vese
leaked,kiszivárgott
solving,megoldása
plasma,vérplazma
singapore,szingapúr
scram,elsiet
regain,visszaszerezni
conductor,karmester
ministers,miniszterek
gender,neme
removing,eltávolítása
cocky,öntelt
know.,tud.
richest,leggazdagabb
deciding,döntve
poo,kaki
dispute,vita
brute,durva
incidents,események
telly,tévé
capsule,kapszula
chefs,szakácsok
psychopath,pszichopata
dumpster,szemetes
lire,líra
jarod,jarod
bind,kötni
chops,karaj
crust,kéreg
poorly,rosszul
weighs,mérlegel
bundle,csomag
vibrating,vibráló
ricardo,ricardo
encouraging,bátorító
dwayne,dwayne
polo,póló
singers,énekesek
ada,ada
meteor,meteor
firmly,határozottan
prettiest,legszebb
hormones,hormonok
starboard,jobb oldalra
chauffeur,sofőr
download,letöltés
neill,neill
garrison,helyőrség
recovering,felépülve
heated,fűtött
hillary,hillary
cctv,cctv
postcard,képeslap
darlin,drágám
convert,megtérít
celia,Celia
abi,abi
sissy,lányos
reef,zátony
tis,tis
treasury,kincstár
calmly,nyugodtan
mathematics,matematika
ar,ar
ups,ups
shameful,szégyenletes
abbey,apátság
strategic,stratégiai
wrists,csuklóit
payroll,bérszámfejtés
beethoven,beethoven
immense,óriási
heartless,szívtelen
magnus,magnus
banged,dörömbölt
montgomery,montgomery
protector,védő
michelangelo,michelangelo
teller,bankpénztáros
raging,tomboló
applying,jelentkezését
mop,felmosó
sol,sol
atom,atom
paolo,paolo
this,ez
unload,kirak
detector,detektor
switching,átkapcsolás
handles,fogantyúk
favorites,kedvencek
stinky,büdös
lina,lina
norton,norton
regional,regionális
heil,heil
richer,gazdagabb
secrecy,titoktartás
thighs,combok
rigged,rigált
thesis,tézis
zeke,zeke
consumed,elfogyasztott
ahold,hold
tuned,hangolt
atlantis,Atlantis
repaired,javítva
leverage,tőkeáttétel
winnie,winnie
weary,fáradt
costa,costa
rue,rue
cowboys,cowboyok
employ,foglalkoztat
provoke,provokál
stool,széklet
postpone,elhalasztani
extensive,kiterjedt
beau,gavallér
urgently,sürgősen
optimistic,optimista
lotus,lótusz
apologizing,bocsánatot kérve
spooky,kísérteties
skate,korcsolya
maze,labirintus
arrests,letartóztatások
dialing,tárcsázás
fireplace,kandalló
gt,gt
vicar,plébános
beetle,bogár
horace,horace
suspicions,gyanakvást
stupidity,hülyeség
restricted,korlátozott
skating,korcsolyázás
pupil,tanítvány
homo,homo
thumbs,hüvelykujj
hostess,háziasszony
cheng,cheng
sneaky,alattomos
swollen,duzzadt
por,por
unlocked,feloldva
eliza,Eliza
gladys,gladys
mixture,keverék
porsche,porsche
diagnosed,diagnosztizálták
vaughn,vaughn
ri,ri
liberation,felszabadulás
nay,nem
crows,varjak
rockets,rakéták
starfleet,csillagflotta
reindeer,rénszarvas
that,hogy
shampoo,sampon
milton,milton
mai,mai
skiing,síelés
overhead,felső
disturbance,zavarás
cohen,cohen
spits,kiköp
crank,hajtókar
crocodile,krokodil
bulls,bikák
medals,érmeket
sierra,hegylánc
motivation,motiváció
dangers,veszélyeket
exploring,feltárása
mist,köd
galaxies,galaxisok
ju,ju
sculpture,szobor
marjorie,marjorie
adrenaline,adrenalin
malik,malik
lt.,lt.
allied,szövetséges
manor,kastély
convoy,konvoj
carly,carly
elliott,elliott
merit,érdem
cutter,vágó
stressful,stresszes
forming,alakítás
bikini,bikini
sway,inog
virgil,virgil
soy,szója
nell,nell
salty,sós
elf,manó
belts,övek
yvonne,yvonne
disney,Disney
contractor,vállalkozó
rodeo,rodeó
crackers,kekszet
playboy,aranyifjú
arch,boltív
operated,operált
crews,legénység
scanner,scanner
dads,apukák
limbs,végtagok
bathe,fürdik
cardiac,szív-
persuaded,meggyőzte
argentina,Argentína
velvet,bársony
hyde,hyde
stem,szár
rewarded,jutalmazták
taiwan,tajvan
warfare,hadviselés
lakhs,lakhs
filter,szűrő
pumped,pumpált
sterling,font
gran,gran
right.,jobbra.
fills,kitölti
chet,chet
disc,lemez
percentage,százalék
bravery,bátorság
edges,élek
diaper,pelenka
lyle,lyle
ida,ida
preserved,konzervált
sutton,sutton
katrina,katrina
champions,bajnokok
partying,bulizni
sergei,szergej
pd,pd
morality,erkölcs
crate,láda
mina,mina
complications,szövődmények
sausages,kolbászok
smoothly,simán
rafael,rafael
cradle,bölcső
leopard,leopárd
chu,chu
gardner,gardner
athens,Athén
wh-what,mi-mi
abu,abu
kramer,kramer
magnet,mágnes
psychotic,elmebeteg
vaccine,vakcina
motivated,motivált
aggression,agresszió
courses,tanfolyamok
it`s,ez az
willis,willis
expanding,bővülő
vance,vance
bases,bázisok
burglary,betörés
stumbled,megbotlott
buns,zsemle
confronted,szembesült
geneva,Genf
increasingly,egyre inkább
sidewalk,járda
shady,árnyas
defended,védekezett
resolution,felbontás
chooses,választja
tapped,koppintott
exploding,felrobbanó
punks,punkok
scenery,táj
hitch,rántás
severed,elvágták
wink,kacsintgat
initially,kezdetben
assessment,értékelés
shredder,aprítógép
villains,gazemberek
miners,bányászok
introducing,bemutatása
focusing,összpontosítás
rainy,esős
amendment,módosítás
getaway,távozás
recognised,felismerte
blackout,áramszünet
leash,póráz
muhammad,Mohamed
eyebrows,szemöldökét
livin,élve
bouncing,pattogó
nipples,mellbimbók
oh,ó
raft,tutaj
pharaoh,fáraó
pots,edények
refreshing,üdítő
wandered,vándorolt
roz,roz
abel,Ábel
beatles,beatles
confined,korlátozott
contagious,fertőző
madeline,madeline
beijing,Pekingben
frequently,gyakran
operational,működőképes
shakes,megrázza
thanking,megköszönve
suffers,szenved
basil,bazsalikom
babylon,Babilon
to,hogy
drilling,fúrás
agencies,ügynökségek
buffet,büfé
farms,gazdaságok
motives,motívumok
cocoa,kakaó
perception,észlelés
targeting,célzás
thudding,dübörögve
blares,harsogja
dense,sűrű
pinned,feltűzve
pending,függőben levő
nod,bólint
crunch,ropogtat
stains,foltok
nervously,idegesen
caribbean,karibi
bouquet,csokor
stabbing,szúrás
screws,csavarok
boone,boone
philosopher,filozófus
bulb,izzó
sinner,bűnös
ongoing,folyamatban van
editing,szerkesztés
veteran,veterán
drip,csöpög
r.,r.
mara,mara
inspiring,inspiráló
gale,szélvihar
flint,kovakő
nova,nova
nevada,Nevada
manning,legénység
membership,tagság
puerto,Puerto
raphael,raphael
chalk,kréta
liable,felelős
manuscript,kézirat
h.,h.
organised,szervezett
clanging,csörömpölve
markets,piacokon
rama,rama
austria,Ausztria
chocolates,bonbon
l.,l.
trafficking,emberkereskedelem
philly,filiális
unaware,nem tudván
loot,zsákmány
perish,elpusztul
processed,feldolgozott
clone,klón
whooshing,huhogás
hangover,másnaposság
flatter,hízeleg
wretch,nyomorult
weasel,menyét
columbia,Kolumbia
israeli,izraeli
shatters,összetörik
lace,csipke
indication,jelzés
allan,allan
cora,cora
drifting,sodródás
grady,grady
undress,levetkőzik
dolphin,delfin
faked,hamisított
depart,indul
monument,emlékmű
tyres,gumiabroncsok
marissa,marissa
lorraine,lorraine
pow,hadifogoly
invade,betörni
scooby,Scooby
hazel,mogyoró
rep,rep
est,est
heavier,nehezebb
tart,kesernyés
mocking,gúnyolódni
forgets,elfelejti
sinister,baljós
christy,keresztény
dex,dex
judas,Júdás
assemble,összeszerelni
shortcut,parancsikont
transformation,átalakítás
posts,hozzászólások
generosity,nagylelkűség
amusement,szórakoztatás
beta,béta
counseling,tanácsadás
bobo,bobo
honors,kitüntetéseket
snatched,kiragadta
phyllis,phyllis
measured,mért
gamma,gamma
squeals,sikít
evidently,nyilvánvalóan
mildred,enyhe
caitlin,caitlin
dubai,dubai
lantern,lámpa
combine,kombájn
nero,Néró
trey,hármas
toughest,legkeményebb
limp,sántít
implying,arra utalva
matrix,mátrix
dots,pontok
kilometres,kilométerre
evacuation,evakuálás
earliest,legkorábban
incompetent,alkalmatlan
closure,bezárás
descent,származás
parachute,ejtőernyő
analyze,elemezni
crushing,zúzó
classmates,osztálytársak
excessive,túlzott
tighter,szorosabbra
hump,púp
fuzzy,bolyhos
tad,srác
punishing,büntetés
pageant,parádé
wan,halvány
reveals,feltárja
wildlife,vadvilág
clare,Clare
poking,piszkálva
rehearsing,próbát
homecoming,hazatérés
swelling,duzzanat
shrieking,sikoltozva
squawking,rikácsolva
tardis,tardis
caine,caine
statues,szobrok
practiced,gyakorolt
christianity,kereszténység
hazard,veszély
stretched,feszített
dea,dea
trudy,trudy
slug,meztelen csiga
frustration,csalódottság
edie,edie
deception,megtévesztés
lillian,lillian
trespassing,vétkes
elimination,megszüntetése
comforting,megnyugtató
len,len
preach,prédikál
practise,gyakorlat
damages,kártérítés
ex-boyfriend,volt barátja
exits,kilép
yer,yer
appointments,találkozók
significance,jelentőség
drummer,dobos
specimen,minta
voodoo,voodoo
cleo,cleo
misunderstand,félreért
asthma,asztma
errands,megbízásokat
hypocrite,képmutató
snorts,felhorkant
advocate,ügyvéd
cutie,szivi
obtained,kapott
cristina,cristina
radioactive,radioaktív
richmond,richmond
ideals,ideálok
apprentice,tanonc
unreasonable,ésszerűtlen
inmate,fogvatartott
siege,ostrom
cobra,kobra
increases,növeli
harbour,kikötő
s,s
illegally,illegálisan
rattle,csörgő
trim,trim
noodle,tökfej
antibiotics,antibiotikumok
mattered,számított
declaration,nyilatkozat
virtual,virtuális
intuition,intuíció
revs,fordulatszám
darcy,darcy
scales,Mérleg
testified,tanúskodott
gigi,gigi
twenty-five,huszonöt
bypass,kitérő
pneumonia,tüdőgyulladás
manly,férfias
medicines,gyógyszerek
slowing,lassulás
groan,nyögés
dungeon,kazamata
chaps,csávók
ncis,ncis
consequence,következmény
intercept,elfogni
badass,barom
examples,példák
fists,ököllel
klink,klikkel
substantial,lényeges
brag,henceg
pitcher,kancsó
onboard,fedélzetén
amigo,amigo
courtyard,udvar
royalty,királyság
spontaneous,spontán
ca,kb
restroom,WC
peep,kukucskál
negotiating,tárgyalni
ache,fájdalom
swat,agyonüt
emerge,előbukkanni
gambler,szerencsejátékos
references,hivatkozások
bonjour,bonjour
darkest,legsötétebb
insecure,bizonytalan
attendant,kísérő
sympathetic,szimpatikus
lila,lila
heroine,hősnő
choked,megfulladt
unidentified,azonosítatlan
plumbing,vízvezeték
darker,sötétebb
ariel,ariel
crude,nyers
dictionary,szótár
sparks,szikrákat
auditions,meghallgatások
demo,demó
ta-da,ta-da
oppose,ellenkezik
fingernails,körmök
mineral,ásványi
collateral,biztosíték
istanbul,Isztambul
venom,méreg
tempting,csábító
relay,relé
bamboo,bambusz
particle,részecske
ying,ying
torres,torres
broadcasting,műsorszórás
banking,banki
reminding,emlékeztetve
cassidy,Cassidy
axl,axl
ferguson,ferguson
estimated,becsült
hebrew,héber
electronics,elektronika
octopus,polip
meaningful,jelentőségteljes
stranded,megfeneklett
daytime,nappal
dowry,hozomány
starved,kiéhezett
ex-girlfriend,volt barátnője
collision,ütközés
admitting,beismerve
comeback,visszatérés
hungarian,magyar
faculty,tantestület
operative,működő
liza,liza
tenants,bérlők
revealing,leleplező
ko,ko
ounce,uncia
mediterranean,mediterrán
gadget,kütyü
paramedics,mentősök
console,konzol
cyril,cirill
drawers,fiókok
caravan,lakókocsi
spinal,gerinc-
bummer,dőzsölés
crippled,rokkant
bled,elvérzett
defy,dacol
luna,luna
herbs,gyógynövények
hwang,hwang
queue,sorban
blinded,elvakult
studios,stúdiók
th,th
goddammit,a fenébe
recess,szünet
countdown,visszaszámlálás
maddy,őrült
dracula,drakula
alarms,riasztók
gaining,megszerzése
quarterback,hátvéd
maxine,maxine
eminence,magaslat
willingly,szívesen
investigators,nyomozók
speculation,spekuláció
tο,tο
clearer,világosabb
gino,gino
cheeky,szemtelen
powerless,tehetetlen
lapd,lapd
cruelty,kegyetlenség
external,külső
arjun,arjun
quarantine,karantén
shush,Csitt
allegations,vádakat
tito,tito
sands,homok
spelling,helyesírás
che,che
headline,főcím
taliban,tálibok
tablet,tabletta
founder,alapító
gandhi,gandhi
squash,squash
josie,josie
jets,fúvókák
saloon,szalon
tuition,oktatás
tame,szelíd
occasional,alkalmi
apologized,bocsánatot kért
clinical,klinikai
serpent,kígyó
criticism,kritika
sawyer,fűrészelő
fading,elhalványul
viktor,Viktor
prop,támaszt
shoved,lökött
mend,javít
lonesome,magányos
separately,külön
reg,reg
evie,evie
waitin,vár
n,n
legion,légió
tsk,tsk
arabs,arabok
accompanied,kísért
tread,futófelület
findings,megállapításait
toronto,toronto
exploit,kihasználni
proposing,javaslatot tesz
shi,shi
scorpion,skorpió
of-,a-
zoey,zoey
curb,járdaszegély
opium,ópium
athletic,atlétikai
bombed,bombázták
jumper,jumper
weaker,gyengébb
suing,perelni
bianca,bianca
seminar,szeminárium
confirms,megerősíti
commence,kezdődik
plains,síkságon
debra,debra
readers,olvasók
neglected,elhanyagolt
tavern,kocsma
worthwhile,érdemes
morale,hangulat
cleaners,tisztítószerek
caviar,kaviár
