german,hungarian
maschinenraum,gépterem
inspiration,ihlet
ohio,Ohio
samen,magvak
hinterhalt,csapda
gewahrsam,őrizet
schweres,nehéz
einatmen,belélegezni
zurückhalten,visszatartani
schlampen,szajhák
parfüm,parfüm
präsidentin,elnök
abe,abe
entlassung,elbocsátás
todesstrafe,halálbüntetés
ausgebrochen,tört ki
wegfahren,elhajt
sultan,szultán
hauch,lehelet
abstellen,kapcsolja ki
pornos,pornó
erklärte,magyarázta
produzieren,előállítani
müller,molnár
gehängt,felakasztották
weinte,kiáltott
routine,rutin
merci,Köszönöm
nellie,nellie
xander,xander
schneid,vágott
kluge,ügyesek
heart,szív
ländern,országokban
bevorzuge,inkább
ctu,ctu
umkreis,kerülete
beschwerden,panaszok
teufels,ördögi
brooke,patak
genehmigt,jóváhagyott
bildern,képeket
scheißen,szar
schenkte,adott
erschlagen,megölték
irland,Írország
yard,udvar
journalisten,újságírók
fände,talált
zurückkomme,gyere vissza
ärmel,ujj
fließen,folyik
arabisch,arab
verfolge,üldözni
juckt,viszket
männliche,férfi
klingonen,Klingonok
zerrissen,szakadt
tausch,csere
schlaganfall,stroke
johannes,János
popcorn,Pattogatott kukorica
gärtner,kertész
bläst,ütéseket
jet,sugárhajtású
chester,chester
garantie,garancia
ändere,változás
jessie,Jessie
anstand,tisztesség
power,hatalom
junkie,narkós
vati,apu
topf,edény
packe,csomag
knöpfe,gombokat
aussehe,Nézze
verabschiedet,fogadott
bedürfnis,igény
nähen,varr
sprecher,hangszóró
chemie,kémia
hinweisen,rámutat
stumm,néma
zusammenhalten,összetartani
geradezu,egyenesen
mitzunehmen,hogy magával vigye
weite,szélesség
lori,lori
rippen,hasítás
kühl,hűvös
dahinten,vissza oda
techniker,technikus
abel,Ábel
betet,imádkozik
beachten,megfigyelni
baute,épült
bonjour,bonjour
schecks,ellenőrzi
ausgabe,kimenet
boyd,fiú
vermasseln,összecsavarni
nötige,szükséges
südlich,déli
gramm,gramm
laken,ágynemű
bildet,formák
bewahre,megőrizni
leises,csendes
g.,G.
lastwagen,teherautó
kritik,kritika
stürzte,leesett
behält,megtartja
sofern,feltéve
vermisste,hiányzott
entsetzlich,megdöbbentő
francine,francine
ermittler,nyomozó
nikki,Nikki
aufgestanden,felkelt
fälschung,hamisítvány
visiontext,látomás szövege
abschnitt,szakasz
hausarrest,házi őrizet
sensibel,érzékeny
album,album
lebewesen,élőlény
lösegeld,váltságdíj
verwechselt,zavaros
prügeln,üt
regnen,eső
weichen,puha
point,pont
pussy,punci
anvertrauen,megbíz
ollie,Ollie
kuppel,kupola
verließen,balra
jakob,Jacob
besuchte,meglátogatta
gewerkschaft,unió
herhören,hallgat
vorbeigekommen,átjött
stärken,erősíteni
hinzu,tette hozzá
wrack,roncs
knarren,nyikorog
treibstoff,üzemanyag
signale,jeleket
nachkommen,utódok
hoppla,Hoppá
verborgen,rejtett
belegt,igazolt
babylon,Babilon
waisenhaus,árvaház
brasilien,Brazília
bitteschön,Kérem
wurmloch,féreglyuk
alters,kor
deb,Deb
fee,tündér
milton,milton
quarantäne,karantén
kommunisten,kommunisták
stiftung,alapítvány
milo,milo
gestapo,Gestapo
verreisen,utazási
halleluja,Alleluja
süchtig,függő
jammern,nyafog
hofft,reméli
wertvolle,értékes
maulwurf,anyajegy
konflikt,konfliktus
turnier,versenyen
gebacken,sült
rauszufinden,hogy megtudja
taube,galamb
mais,kukorica
nüsse,dióféléket
trieb,hajtott
eigenschaften,jellemzői
feder,madártoll
sänger,énekes
elias,Elias
dessert,desszert
rathaus,városháza
drohungen,fenyegetések
bewirken,hatás
mörderin,gyilkos nő
u,u
edith,edith
wanne,kád
durchkommen,átjutni
reid,Reid
mandy,Mandy
vertraute,ismerős
schätzt,értékeli
freuden,örömeit
dauer,időtartama
regt,esők
verbessert,javított
unerwartet,váratlanul
drogendealer,drogdíler
gefährlichen,veszélyes
fach,akadémiai tárgy
verdanke,Köszönöm
wohnungen,apartmanok
commissioner,biztos
cross,kereszt
kragen,gallér
schwachen,gyengüljön
mercedes,Mercedes
klirren,zörög
valentinstag,Valentin nap
anstelle,helyette
plane,terv
reizende,bájos
höheren,magasabb
markiert,megjelölt
ehrenwort,becsületszó
cheers,Egészségére
schlamm,sár
wälder,erdők
diner,étkező
handlung,akció
costa,costa
versauen,összezavar
klassiker,klasszikus
stange,rúd
empfohlen,ajánlott
cynthia,Cynthia
gaby,Tökfilkó
rauswerfen,kidobni
mechaniker,szerelő
beichten,gyónni
abkürzung,rövidítés
professionell,szakmai
begräbnis,temetés
verführen,elcsábítani
meinerseits,részemről
valerie,Valerie
françois,Francois
magischen,mágikus
ellis,Ellis
dienstmädchen,szobalány
chirurg,sebész
wal,bálna
paare,párok
center,központ
sähe,fűrész
aufgemacht,nyitott
leide,szenved
amüsant,szórakoztató
obersten,legfőbb
fletcher,Fletcher
gerührt,felkavarták
schwänze,frakk
chffff,chffff
note,jegyzet
datei,fájlt
zugleich,egy időben
nackte,mezteleneket
doppelten,kettős
bewundert,csodálta
dimension,dimenzió
quere,kereszt
wecker,ébresztőóra
entstanden,fejlett
kreischen,sikoltás
vivian,vivian
läden,üzletek
ios,ios
lobby,előcsarnok
umgezogen,elköltözött
angeklagte,vádlott
perlen,gyöngyök
schwulen,melegek
dutzende,több tucat
simmons,simmons
aufgezogen,emelt
campus,egyetem
herd,tűzhely
hospital,kórház
leichtes,fény
rich,gazdag
gegrüßt,üdvözölte
aufsicht,felügyelet
hündchen,kuvasz
gegenstand,objektum
tageslicht,napfény
emotionale,érzelmi
clean,tiszta
cassie,Cassie
sünder,bűnös
beträgt,összegeket
wunderschönes,gyönyörű
schickst,elküld
weiblichen,női
rauszuholen,hogy kijusson
kapier,kapd meg
rausgeholt,kivett
entworfen,tervezett
eingenommen,vett
daphne,daphne
mochten,akar
köchin,szakács
willi,Willy
beichte,gyónás
seven,hét
marina,kikötő
ausliefern,szállít
perfektes,tökéletes
glücklichen,szerencsések
wodurch,amelyen keresztül
entsprechend,ennek megfelelően
umher,körül
erica,erica
wurst,kolbász
notiz,jegyzet
vorsprechen,meghallgatás
bekannter,híresebb
antrieb,hajtás
zwerge,törpék
trösten,konzol
armut,szegénység
verbannt,száműzték
parade,felvonulás
konzentriere,sűrítmény
angefahren,közeledett
-mal,-éppen
kindisch,gyerekes
krüppel,nyomorék
kreisen,kör
bestrafung,büntetés
araber,arab
klebt,botok
perücke,paróka
gemma,Levélrügy
hummer,homár
se,se
june,június
wimmert,nyöszörög
drittel,harmadik
budget,költségvetés
lieferwagen,szállító teherautó
shannon,shannon
zurückgebracht,visszahozta
verschwiegen,titkos
drang,késztetést
redeten,beszélt
chi,chi
herzukommen,hogy ide jöjjön
anhängen,csatolja
einsame,magányos
wu,wu
wraith,lidérc
erwartete,várható
tierarzt,állatorvos
cousins,unokatestvérek
zudem,ráadásul
sturz,esik
rusty,rozsdás
untergehen,elbukik
gelang,sikerült
wasch,mosás
schmutzigen,piszkos
abkommen,megállapodás
tänzer,táncos
dürften,kellene
erstatten,visszatérítés
verarbeiten,folyamat
verfügbar,elérhető
autobahn,autópálya
mandant,ügyfél
clubs,klubok
lukas,Luke
widmen,szentelni
sprichwort,közmondás
hierfür,erre
vergeltung,büntetés
hardy,szívós
gekleidet,öltözött
fotografiert,fényképezett
knallen,pop
wichtigeres,fontosabb
immerzu,mindig
schuldgefühle,a bűntudat érzései
schnurrbart,bajusz
genügen,elég
rumlaufen,körbejárni
brötchen,zsemle
flut,árvíz
haushalt,háztartás
angelo,angelo
cleveland,cleveland
ministerium,minisztérium
aufgestellt,felállítani
est,est
anker,horgony
wang,wang
qual,qual
rauschen,rohanás
debatte,vita
informant,informátor
masse,tömeg
insekten,rovarok
lud,meghívott
glotzt,bámul
rückseite,vissza
spezialität,különlegesség
schimmer,csillámlik
mordfall,gyilkossági ügy
verbieten,tiltani
terrorist,terrorista
sirenen,szirénák
theorien,elméletek
kichern,kuncogás
positive,pozitív
gestresst,hangsúlyozta
korea,Korea
zeitschrift,magazin
wildnis,vadon
s.h.i.e.l.d.,pajzs.
menschlicher,emberibb
schlamassel,rendetlenség
behindert,letiltva
überbringen,szállít
reingezogen,behúzott
mitzuteilen,kommunikálni
zurückkam,visszajött
abstimmung,szavazás
dritt,harmadik
senat,szenátus
mittags,délben
marshal,marsall
bridge,híd
price,ár
raucht,dohányzik
veranstalten,szervez
jahreszeit,évad
zusätzliche,további
want,akar
drucken,sajtó
segel,vitorla
crowley,Crowley
bezahlte,fizetett
überflüssig,felesleges
taschentuch,zsebkendő
square,négyzet
rockmusik,rockzene
beschleunigen,felgyorsítani
wählte,választotta
lustiger,viccesebb
marian,Marian
glocken,harangok
tennis,tenisz
seither,azóta
christen,keresztények
überqueren,átkelni
kreuzung,átkelés
häusern,házak
weiche,puha
trudy,trudy
punkten,pontszám
henderson,henderson
verpasse,hiányzik
potter,fazekas
reinlegen,tedd be
jeep,dzsip
gefilmt,forgatták
hamilton,Hamilton
bucht,öböl
bildschirm,képernyő
saufen,ital
gehackt,apróra vágva
eminenz,eminenciádat
mailbox,postafiók
münchen,München
erschoss,lövés
jenkins,jenkins
attentat,merényletet
garrett,Garrett
verschwendung,hulladék
bemerkte,észrevette
miesen,tetves
zischen,sziszegés
helf,Segítség
geschirr,edények
ähnlichkeit,hasonlóság
feiglinge,gyávák
spass,szórakoztató
lächelt,mosolyog
klaut,lop
setzten,fel
bon,jó
entwischt,megszökött
rauchst,füst
masken,maszkok
schwimmt,úszik
ausgezeichnete,kiváló
vorname,keresztnév
schwitzen,izzad
ginger,gyömbér
bourbon,bourbon whisky
haust,ház
befand,található
lacey,Lacey
elefant,elefánt
annähernd,hozzávetőlegesen
gewebe,szövet
unterschätzt,alábecsülték
sternzeit,csillagidő
wachte,karnis
barbie,Barbie
eichhörnchen,mókus
zerbrechen,szünet
poker,póker
wechsel,változás
lesbe,leszbikus
cordelia,cordelia
konten,számlák
schleichen,settenkedik
strasse,utca
höschen,bugyi
jüngsten,legfiatalabb
niedrig,alacsony
sonja,sonja
klimaanlage,légkondicionálás
vulkan,vulkán
thea,thea
anbetracht,figyelembe vett
lesbisch,leszbikus
cristina,Cristina
platziert,helyezett
abgrund,szakadék
zeichnungen,rajzokat
sinken,mosogató
hamburg,Hamburg
trauern,gyászol
abreise,indulás
dates,dátumok
bette,tét
klemmt,megragadt
ansehe,lásd
lin,lin
passend,megfelelő
sidney,Sidney
mittagspause,ebédszünet
wettkampf,verseny
verschluckt,lenyelte
limo,limuzin
erhebt,emel
beneide,irigység
beschwerde,panasz
erregen,felizgat
überwältigt,túlterhelt
turtle,teknősbéka
nypd,nypd
benannt,nevű
begrüßt,üdvözölte
trommeln,dob
burns,égési sérüléseket
hayes,hayes
fortsetzen,folytassa
geplatzt,robbanás
pan,Pán
mildred,enyhe
erschieße,lő
locke,göndörödik
nachnamen,vezetéknevek
anpassen,állítsa be
altmodisch,régimódi
teurer,drágább
feuerzeug,öngyújtó
trau,merészel
serienmörder,sorozatgyilkos
georges,Georges
dr,dr
durchgegangen,átment
beseitigt,megszüntették
alkoholiker,alkoholos
laßt,hagyja
ganzem,egész
elemente,elemeket
feinden,ellenségek
rückweg,visszafelé
amelia,amelia
abigail,Abigail
heimweg,hazafelé
menschlichkeit,emberiség
signora,signora
geheimnisvolle,titokzatos
mcgee,mcgee
befolgt,követte
abreisen,szabadság
premiere,bemutató
schwingen,hinta
initiative,kezdeményezés
from,-tól
felicity,boldogság
sexuellen,szexuális
geschäftsführer,Ügyvezető igazgató
telefone,telefonok
peterson,Peterson
strafzettel,közlekedési jegy
gelobt,dicsérte
uniformen,egyenruhák
beschissener,szarabb
pulver,por
welpen,kölykök
angesprochen,címzett
kung,kung
angenehme,kellemes
kostüme,jelmezek
nachmittags,délután
lebewohl,búcsú
reporterin,riporter
crystal,kristály
nikita,Nikita
vorwand,ürügy
genervt,bosszús
kreditkarten,hitelkártyák
durstig,szomjas
eintreffen,megérkezik
nationalen,nemzeti
mitteln,átlagos
trauma,sérülés
beobachtung,megfigyelés
aufhält,megáll
dergleichen,a hasonlók
erwacht,felébred
schlaft,alszik
lebenslauf,önéletrajz
anrufbeantworter,üzenetrögzítő
feiner,finomabb
verschoben,késleltetés
zumachen,közeli
relativ,relatív
wes,wes
rücksicht,megfontolás
lamm,bárány
pier,móló
widersprechen,ellentmond
erwische,fogás
dachboden,padlás
bradley,Bradley
keinesfalls,Szó sem lehet róla
duck,kacsa
bislang,eddig
retter,megmentő
transportieren,szállítás
anrief,hívott
aufpasst,figyel
braune,cserszínű
spontan,spontán
prächtig,nagyszerű
galactica,galactica
verreist,utazott
jahrhunderten,században
pullover,pulóver
ansprechen,cím
frischer,frissebb
queens,királynők
moon,hold
spitzel,kém
schnellste,leggyorsabb
bemühungen,erőfeszítések
dreckiger,piszkosabb
büros,irodák
unfälle,balesetek
beamte,tisztviselő
angeschlossen,csatlakoztatva
unterschiedliche,különböző
kluger,okosabb
stürmen,vihar
jedi,Jedi
begreife,megérteni
fersen,sarok
vorbereitungen,előkészületek
fortfahren,folytassa
produzent,termelő
zwischenfall,incidens
zurückgezogen,visszavont
autsch,Jaj
ivy,borostyán
riesiger,nagyobb
vorhänge,függönyök
pflege,gondoskodás
rauslassen,kiengedni
kermit,Kermit
golden,aranysárga
nachforschungen,vizsgálja meg
erfahre,tapasztalat
kanzler,kancellár
jin,Jin
stößt,dudorok
austin,austin
sahne,krém
binde,kötni
zwiebeln,hagymát
schlitten,szánkók
jahrhunderte,században
talente,tehetségek
läßt,engedjük
rennst,fut
kay,Rendben
erbarmen,kegyelem
verkünden,bejelenteni
vorgestern,tegnapelőtt
betreiben,működik
starsky,starsky
mindeste,legkevésbé
mimi,mimi
andrews,Andrews
singst,énekel
einsätze,tét
nötigen,szükségessé
egon,egon
bemerkenswert,figyelemre méltó
warmes,meleg
dinosaurier,dinoszaurusz
wahrscheinlichkeit,valószínűség
worin,ahol
rabbi,rabbi
nachfrage,kereslet
unwohl,kényelmetlen
pony,póniló
materie,anyag
verpisst,dühöngeni
leuchtet,világít
wehtut,fáj
unterwelt,alvilág
irrt,téves
prüfungen,vizsgák
vertrieben,megosztott
haustür,bejárati ajtó
neuigkeit,hír
gereicht,elég
weigert,megtagadja
semester,szemeszter
unternommen,vállalt
gespart,mentve
geerbt,örökölt
starbuck,Starbuck
glanz,ragyog
fähre,komp
betäubt,döbbenten
arrogant,arrogáns
ausgeliefert,szállított
gästen,vendégek
holland,Hollandia
zuzusehen,nézni
fotograf,fényképész
eigentümer,tulajdonos
hinkriegen,csináld meg
speed,sebesség
realistisch,reális
vaughn,vaughn
kindergarten,óvoda
riesiges,hatalmas
pub,kocsma
bedrückt,nyomott
streitet,azzal érvel
deckt,borítók
kassette,kazetta
mack,mack
arrow,nyíl
vergebe,megbocsát
said,mondta
fish,hal
kandidat,jelölt
klempner,vízvezeték-szerelő
blaues,kék
ängste,félelmek
litt,szenvedett
verliebte,beleszeretett
befahl,elrendelte
spaghetti,spagetti
franzose,francia
dunkler,sötétebb
zukünftigen,jövőbeli
anzubieten,felajánlani
gesendet,küldött
tobias,tobias
schlauch,tömlőt
einstein,Einstein
gelähmt,bénult
grillen,grill
landschaft,táj
funktion,funkció
anonym,névtelen
albträume,rémálmok
träum,álom
facebook,facebook
mh,mh
veranstaltung,esemény
mount,hegy
verpflichtungen,kötelezettségeket
sinclair,sinclair
rue,rue
schülerin,diák
innerlich,belsőleg
künstlerin,művész
madrid,Madrid
schöpfer,Teremtő
regiert,kormányozzák
aufschreiben,írd le
erleichterung,megkönnyebbülés
ava,Ava
auktion,árverés
regal,polc
fakt,tény
christi,Krisztus
niveau,szint
fahndung,embervadászat
friede,béke
erlitten,szenvedett
mathematik,matematika
nasa,NASA
bittest,Kérem
psycho,pszicho
matratze,matrac
tretet,rúgások
mordwaffe,gyilkos fegyver
finanzielle,pénzügyi
bänder,szalagok
detectives,nyomozók
wieviele,Hány
undercover,titkos
herzustellen,előállítani
arbeitgeber,munkáltató
werkzeuge,eszközöket
frankenstein,Frankenstein
beruhigungsmittel,nyugtatók
ingrid,ingrid
coulson,Coulson
trugen,viselt
kurzfristig,rövid távú
spannungsvolle,izgalmas
clayton,clayton
kämpften,harcolt
erlangen,szerezni
weltall,tér
nanu,jól
vertuschen,eltakarni
weckt,felébred
gewagt,merész
nieren,vese
zinsen,kamatterhek
hutch,ól
einpacken,összepakolni
monty,monty
ballon,ballon
verflixt,stoppol
herkam,jött ide
rudel,csomag
gregory,Gregory
horizont,horizont
sofia,Sofia
durften,engedélyezték
zusätzlich,továbbá
dekan,dékán
verträge,szerződéseket
umzug,mozog
brady,brady
sängerin,énekes
wäldern,erdők
darstellen,képviselni
limousine,limuzin
fracht,teherszállítás
zurückzukommen,hogy visszajöjjön
morty,morty
gedenken,megemlékezni
aufgeschrieben,leírva
handlungen,akciók
struktur,szerkezet
kerker,kazamata
aufzupassen,hogy legyen óvatos
hüten,őr
christ,keresztény
unverschämt,felháborító
durchschaut,átlát
mögt,kedveli
nachname,vezetéknév
händchen,kezek
calvin,Calvin
birne,körte
vorgesehen,feltéve
gnädig,kegyes
nachgesehen,ellenőrizve
predigt,szentbeszéd
versehentlich,akaratlanul
schwerter,kardok
erwiesen,igazolt
software,szoftver
einschlagen,találat
schiebt,tolja
geahnt,feltételezett
tätig,munkavállaló
abgestürzt,lezuhant
eingriff,beavatkozás
politisch,politikailag
gewöhnliche,rendes
stärkste,legerősebb
zuflucht,menedék
generator,generátor
union,unió
raven,holló
ungeduldig,türelmetlen
unklar,homályos
suspendiert,felfüggesztett
arbeitsplatz,munkahelyen
treppen,lépcsők
matty,Matty
vereinen,egyesül
bruch,szünet
metern,méter
fällst,esik
unruhig,nyughatatlan
schlechteste,legrosszabb
platzt,felrobban
plastik,műanyag
abgerissen,lebontották
halber,fél
anvertraut,megbízott
leder,bőr
ausser,kivéve
verfehlt,hiányzott
verehrte,imádták
schmutz,piszok
aufzuspüren,felkutatni
stühle,székek
rausbringen,kihozni
komitee,bizottság
mamas,anyukák
klarkommen,összejönni
propheten,próféták
durchsage,közlemény
flora,növényvilág
stiefvater,mostohaapa
grimm,zord
lolle,lol
faith,hit
auftreiben,emel
ernie,Ernie
nationen,nemzetek
ausgaben,kiadás
secret,titkos
käpt,százados
rauskriegen,vedd ki
entstand,előkerült
alarmstufe,riasztási szint
übersetzen,lefordítani
griechenland,Görögország
rüstung,páncél
attentäter,orgyilkos
tauben,galambok
gewohnheit,szokás
mieses,tetves
kindermädchen,dajka
brenda,Brenda
nervst,bosszantó
japanische,japán
bitch,kurva
nsa,nsa
werner,Werner
beinhaltet,tartalmaz
donuts,fánk
abgefeuert,kirúgták
luther,Luther
davonkommen,megússza
godzilla,godzilla
hinzufügen,add hozzá
dreier,három
werwolf,farkasember
denver,Denver
hebe,lift
ehrgeiz,ambíció
aufenthaltsort,lakóhely
hinreißend,imádni való
gruß,üdvözlet
borgia,borgia
howie,Howie
mckay,mckay
dj,dj
nu,jelenleg
zeichnung,rajz
geige,hegedű
fortsetzung,folytatta
kotzt,hányás
glückstag,szerencsés nap
japanisch,japán
archiv,archívum
einholen,utolérni
bush,bokor
raushalten,tartsa távol
verheimlicht,elrejtve
hacker,hacker
hingabe,odaadás
uhren,órákat
cyril,cirill
erobert,meghódította
bandit,bandita
linien,vonalak
umzugehen,foglalkozni
roberto,Roberto
vornamen,keresztnevek
tessa,Tessa
nerv,ideg
berührung,érintkezés
ergreift,lefoglalták
sattel,nyereg
gelangweilt,unott
intakt,ép
isabella,Izabella
poesie,költészet
pflegen,fenntartani
belastet,töltött
reinlassen,beengedni
yen,jen
geprügelt,megverték
perspektive,perspektíva
schreist,sikolyok
sperma,sperma
hingelegt,lefektetett
wildes,vad
begreifst,megérteni
marcie,marcie
ii,ii
metropolis,világváros
schildkröte,teknősbéka
umzingelt,körülvett
buddha,Buddha
bonus,bónusz
wagst,merészel
spucken,nyárs
einlassen,beengedni
günstig,olcsó
yu,yu
lebenslänglich,életfogytiglani börtönbüntetést
sloane,sloane
präzise,pontos
bilde,forma
sorgerecht,őrizet
blinde,vak emberek
gebot,ajánlatot
p,p
zurückzahlen,visszafizetni
ameisen,hangyák
verleihen,kölcsönöz
bearbeitet,szerkesztette
riker,riker
deckel,fedél
theresa,Theresa
pentagon,Pentagon
frechheit,pimaszság
sinkt,elsüllyed
gastfreundschaft,vendégszeretet
enthalten,tartalmaz
schwamm,szivacs
glückliches,boldog
sperrt,blokkok
cliff,szikla
healey,healey
container,tartály
aufsetzen,tedd fel
erhielten,kapott
ermöglicht,engedélyezve van
erstellen,teremt
cesare,Caesar
rausgeschmissen,kidobták
vorgefallen,történt
herbringen,hozd ide
freiwillige,önkéntesek
korrigieren,helyes
leichnam,test
negative,negatív
never,soha
schwebt,lebeg
vorsichtiger,óvatosabb
pilze,gombát
kürzer,rövidebb
bezahl,fizetés
behältst,tartsa
erfüllung,teljesítés
verbündeten,szövetségesei
achtet,figyel
meiden,elkerül
ansichten,nézetek
isoliert,elszigetelt
ausschlag,kiütés
fünfzehn,tizenöt
aufruhr,lázadás
felder,mezőket
make,készítsenek
gesunde,egészséges
toiletten,WC
schwierigen,nehéz
crawford,Crawford
quittung,nyugta
portal,portál
gesetzes,törvény
großeltern,nagyszülők
mo,mo
investition,beruházás
raj,raj
schweiß,izzad
selbstvertrauen,önbizalom
geschluckt,lenyelte
sendet,küld
aufgehängt,lógott
susie,susie
taschenlampe,zseblámpa
saint,szent
justiz,igazságszolgáltatás
jägerin,vadásznő
heer,hadsereg
neapel,Nápoly
illegalen,illegális
schuft,küszködik
k.o.,kiütötte
rückt,mozog
drohte,megfenyegette
scheiss,szar
zurückkehrt,visszatér
verlangst,követeli
zünden,meggyullad
ärgert,idegesít
großteil,nagymértékben
instrument,eszköz
codes,kódokat
herzogin,hercegnő
bumsen,bassza meg
aktivität,tevékenység
entwickelte,fejlett
ronald,Ronald
gegenmittel,ellenméreg
reiches,gazdag
sheridan,Sheridan
taktik,taktikát
studien,tanulmányok
dramatisch,drámai
potenzial,potenciális
anpassung,beállítás
jugendliche,fiatalokat
ass,szamár
zerstörte,megsemmisült
clowns,bohócok
professionelle,szakmai
verlorenen,elveszett
gelingen,sikerül
militärische,katonai
atlanta,Atlanta
richards,Richards
ausgenutzt,kihasználva
maestro,mester
brooks,patakok
freies,ingyenes
cheryl,cheryl
gier,kapzsiság
insbesondere,különösen
überzeugung,meggyőződés
angemeldet,bejelentkezve
winzige,apró
vorstellungen,ötleteket
massaker,mészárlás
gail,gail
ausdenken,gondold át
auspacken,kicsomagolás
heizung,fűtés
haley,haley
magnus,magnus
mußte,kellett
erzähler,bankpénztáros
kolonie,kolónia
gps,gps
girls,lányok
gerichtssaal,tárgyalóterem
donnerwetter,zivatar
studentin,diák
greta,Greta
tickt,kullancsok
räumt,tisztázza
boom,fellendülés
miriam,miriam
gesichtet,foltos
kleben,bot
zuzuhören,hallgatni
ritt,lovagol
bauten,épült
abgeschaltet,kikapcsolva
atlantic,atlanti
marquis,márki
teich,tavacska
raubüberfall,rablás
duell,párbaj
keuchen,zihál
chirurgen,sebészek
señorita,senorita
wange,arcát
auszuschalten,kikapcsolni
wiedergutmachen,jóvátenni
k.,k.
vorbereitung,készítmény
geile,kemény
kranker,betegebb
festplatte,merevlemez
stoß,nyomja
stieß,lökött
eingreifen,beavatkozás
portland,Portland
enorm,hatalmas
aufsuchen,látogatás
verzichte,lemondani
sichtbar,látható
pässe,passzol
vorschrift,szabályozás
gehör,hallott
jedermann,bárki
genieß,élvez
irgendjemanden,bárki
ups,hopp
substanz,anyag
amsterdam,Amszterdam
arbeitszimmer,tanulmány
notwehr,önvédelem
patrouille,járőr
gewitter,zivatar
dax,dax
zeigten,mutatta
klappern,zörög
schmetterling,pillangó
sarge,sarge
preston,preston
förmlich,formálisan
celia,Celia
tammy,etamin
enger,szorosabbra
piep,sípol
ausgetauscht,kicserélték
baustelle,építkezésen
bewirkt,hatások
brennan,Brennan
pratt,pratt
gerochen,szagolt
meintest,jelentett
wusstet,tudta
broadway,Broadway
drehst,fordulat
martini,martini
starrt,bámul
austauschen,csere
janice,Janice
schnellen,gyors
beerdigt,eltemették
sozialen,szociális
angerührt,érintett
say,mondjuk
verläuft,fut
abschlussball,bál
medaille,érem
vielmehr,inkább
anschluss,kapcsolat
anzünden,fény
wunderschöner,szebb
naht,varrás
handtücher,törölközők
basierend,alapján
perfekter,tökéletesebb
ungewöhnliche,szokatlan
international,nemzetközi
mistkerle,köcsögök
vizepräsident,alelnöke
brichst,szünetek
abgelegt,iktatott
halluzinationen,hallucinációk
festnahme,letartóztatás
steph,steph
pirat,kalóz
umwelt,környezet
axel,axel
butch,butch
teilweise,részben
verfickte,kibaszott
dat,hogy
bearbeiten,szerkeszteni
fetter,kövérebb
natürlichen,természetes
ausgestellt,kiadták
wendet,vonatkozik
gewöhnlicher,hétköznapibb
lavon,lavon
springe,ugrás
gingst,ment
änderungen,változásokat
orbit,pálya
kapsel,kapszula
unbewaffnet,fegyvertelen
internat,gyakornok
zeile,vonal
mühle,malom
zeitalter,kor
gabst,adott
neger,néger
prediger,prédikátor
schwache,gyengeség
minen,enyém
paulie,Paulie
geheimes,titkos
sessel,fotel
wegbringen,elvenni
shepherd,pásztor
weiterhelfen,Segítség
verpflichtung,eljegyzés
baten,kérdezte
geparkt,leparkolt
gerichtsmediziner,igazságügyi orvosszakértő
anita,anita
zurückkommst,gyere vissza
bluse,blúz
reines,tiszta
gegenleistung,megfontolás
jaffa,jaffa
gemeinsames,közös
japanischen,japán
kehre,visszatérés
helfer,segítő
aufstieg,emelkedik
entkommt,megszökik
partie,fél
lächle,mosoly
verdeckt,rejtett
abfall,hulladék
hauptrolle,főszerep
lilly,Lilly
tarzan,tarzan
klingel,harang
jens,Jens
flirten,flört
spanier,spanyol
taxifahrer,taxisofőr
länge,hossz
träumst,álom
tausenden,ezrek
blockieren,tömb
darcy,darcy
ausschließen,kizárni
kiki,kiki
wechselt,változásokat
erforschen,fedezze fel
scanner,scanner
eisenbahn,vasút
rumsitzen,ülj körbe
munter,élénk
zugesehen,figyelte
karma,karma
tristan,Tristan
stückchen,darabok
provinz,tartomány
mitgemacht,részt vett
yvonne,yvonne
pärchen,párosít
kritisch,kritikai
peters,Peters
suzanne,Suzanne
gesunden,egészséges
finanziert,finanszírozott
elektrizität,elektromos áram
busen,kebel
erlebnis,tapasztalat
mccoy,mccoy
vaterland,haza
bitter,keserű
schleier,fátyol
notarzt,sürgősségi orvos
stattfindet,történik
hervorragende,kiváló
krimineller,bűnügyi
durchatmen,lélegezzen mélyeket
stopfen,dugó
übergabe,átadás
monatelang,hónapokig
beeile,siess
harley,Harley
unterschreibe,jel
effekt,hatás
einlegen,betét
verwirrung,zavar
überschritten,meghaladta
where,ahol
instrumente,hangszerek
mailand,Milánó
belassen,szabadság
latein,latin
caine,caine
großartiges,nagy
billie,Billie
grundlage,alapon
reihenfolge,sorrend
körperliche,fizikai
würmer,férgek
arena,aréna
mexico,Mexikó
hong,hong
ballett,balett
luder,kurva
gerald,Gerald
werke,gyárak
bullshit,hülyeség
mae,mae
verfolgung,követés
lizzie,lizzie
männlichen,férfi
exemplar,másolat
bedauerlich,sajnálatos
blinden,vak emberek
jage,vadászat
cd,CD
honey,méz
finanzieren,pénzügy
anstalt,intézmény
vorbeischauen,állj meg
v.,v.
pakt,egyezmény
damm,gát
laser,lézer
gustav,Gustav
einsamen,magányos
derart,olyan
unteren,alacsonyabb
versammeln,összegyűjteni
behörde,hatóság
info,info
beckett,Beckett
gedeckt,fedett
köter,mutyi
positionen,pozíciókat
vertrete,képviselni
kirby,Kirby
vergewaltigen,erőszak
chemikalien,vegyszerek
